produktionsslag	månad	Eltillförsel netto, GWh
konventionell värmekraft, kondensproduktion	2015M02	26
konventionell värmekraft, kondensproduktion	2015M03	29
konventionell värmekraft, kondensproduktion	2015M04	49
konventionell värmekraft, kondensproduktion	2015M05	59
konventionell värmekraft, kondensproduktion	2015M06	27
konventionell värmekraft, kondensproduktion	2015M07	27
konventionell värmekraft, kondensproduktion	2015M08	28
konventionell värmekraft, kondensproduktion	2015M09	32
konventionell värmekraft, kondensproduktion	2015M10	51
konventionell värmekraft, kondensproduktion	2015M11	56
konventionell värmekraft, kondensproduktion	2015M12	32
konventionell värmekraft, kondensproduktion	2016M01	26
konventionell värmekraft, kondensproduktion	2016M02	14
konventionell värmekraft, kondensproduktion	2016M03	38
konventionell värmekraft, kondensproduktion	2016M04	49
konventionell värmekraft, kondensproduktion	2016M05	67
konventionell värmekraft, kondensproduktion	2016M06	73
konventionell värmekraft, kondensproduktion	2016M07	76
konventionell värmekraft, kondensproduktion	2016M08	56
konventionell värmekraft, kondensproduktion	2016M09	34
konventionell värmekraft, kondensproduktion	2016M10	43
konventionell värmekraft, kondensproduktion	2016M11	57
konventionell värmekraft, kondensproduktion	2016M12	65
konventionell värmekraft, kondensproduktion	2017M01	61
konventionell värmekraft, kondensproduktion	2017M02	48
konventionell värmekraft, kondensproduktion	2017M03	71
konventionell värmekraft, kondensproduktion	2017M04	77
konventionell värmekraft, kondensproduktion	2017M05	79
konventionell värmekraft, kondensproduktion	2017M06	109
konventionell värmekraft, kondensproduktion	2017M07	114
konventionell värmekraft, kondensproduktion	2017M08	99
konventionell värmekraft, kondensproduktion	2017M09	80
konventionell värmekraft, kondensproduktion	2017M10	92
konventionell värmekraft, kondensproduktion	2017M11	67
konventionell värmekraft, kondensproduktion	2017M12	63
konventionell värmekraft, kondensproduktion	2018M01	60
konventionell värmekraft, kondensproduktion	2018M02	54
konventionell värmekraft, kondensproduktion	2018M03	58
konventionell värmekraft, kondensproduktion	2018M04	74
konventionell värmekraft, kondensproduktion	2018M05	99
konventionell värmekraft, kondensproduktion	2018M06	103
konventionell värmekraft, kondensproduktion	2018M07	105
konventionell värmekraft, kondensproduktion	2018M08	113
konventionell värmekraft, kondensproduktion	2018M09	75
konventionell värmekraft, kondensproduktion	2018M10	79
konventionell värmekraft, kondensproduktion	2018M11	84
konventionell värmekraft, kondensproduktion	2018M12	62
konventionell värmekraft, kondensproduktion	2019M01	59
konventionell värmekraft, kondensproduktion	2019M02	52
konventionell värmekraft, kondensproduktion	2019M03	63
konventionell värmekraft, kondensproduktion	2019M04	50
konventionell värmekraft, kondensproduktion	2019M05	32
konventionell värmekraft, kondensproduktion	2019M06	55
konventionell värmekraft, kondensproduktion	2019M07	115
konventionell värmekraft, kondensproduktion	2019M08	95
konventionell värmekraft, kondensproduktion	2019M09	72
konventionell värmekraft, kondensproduktion	2019M10	86
konventionell värmekraft, kondensproduktion	2019M11	62
konventionell värmekraft, kondensproduktion	2019M12	71
konventionell värmekraft, kondensproduktion	2020M01	74
konventionell värmekraft, kondensproduktion	2020M02	60
konventionell värmekraft, kondensproduktion	2020M03	69
konventionell värmekraft, kondensproduktion	2020M04	89
konventionell värmekraft, kondensproduktion	2020M05	104
konventionell värmekraft, kondensproduktion	2020M06	113
konventionell värmekraft, kondensproduktion	2020M07	103
konventionell värmekraft, kondensproduktion	2020M08	52
konventionell värmekraft, kondensproduktion	2020M09	102
konventionell värmekraft, kondensproduktion	2020M10	99
konventionell värmekraft, kondensproduktion	2020M11	78
konventionell värmekraft, kondensproduktion	2020M12	67
konventionell värmekraft, gasturbin- och annan produktion	1974M01	1
konventionell värmekraft, gasturbin- och annan produktion	1974M02	..
konventionell värmekraft, gasturbin- och annan produktion	1974M03	1
konventionell värmekraft, gasturbin- och annan produktion	1974M04	2
konventionell värmekraft, gasturbin- och annan produktion	1974M05	1
konventionell värmekraft, gasturbin- och annan produktion	1974M06	1
konventionell värmekraft, gasturbin- och annan produktion	1974M07	1
konventionell värmekraft, gasturbin- och annan produktion	1974M08	1
konventionell värmekraft, gasturbin- och annan produktion	1974M09	5
konventionell värmekraft, gasturbin- och annan produktion	1974M10	8
konventionell värmekraft, gasturbin- och annan produktion	1974M11	8
konventionell värmekraft, gasturbin- och annan produktion	1974M12	6
konventionell värmekraft, gasturbin- och annan produktion	1975M01	5
konventionell värmekraft, gasturbin- och annan produktion	1975M02	9
konventionell värmekraft, gasturbin- och annan produktion	1975M03	14
konventionell värmekraft, gasturbin- och annan produktion	1975M04	8
konventionell värmekraft, gasturbin- och annan produktion	1975M05	9
konventionell värmekraft, gasturbin- och annan produktion	1975M06	9
konventionell värmekraft, gasturbin- och annan produktion	1975M07	7
konventionell värmekraft, gasturbin- och annan produktion	1975M08	9
konventionell värmekraft, gasturbin- och annan produktion	1975M09	17
konventionell värmekraft, gasturbin- och annan produktion	1975M10	10
konventionell värmekraft, gasturbin- och annan produktion	1975M11	11
konventionell värmekraft, gasturbin- och annan produktion	1975M12	13
konventionell värmekraft, gasturbin- och annan produktion	1976M01	13
konventionell värmekraft, gasturbin- och annan produktion	1976M02	12
konventionell värmekraft, gasturbin- och annan produktion	1976M03	12
konventionell värmekraft, gasturbin- och annan produktion	1976M04	12
konventionell värmekraft, gasturbin- och annan produktion	1976M05	6
konventionell värmekraft, gasturbin- och annan produktion	1976M06	6
konventionell värmekraft, gasturbin- och annan produktion	1976M07	8
konventionell värmekraft, gasturbin- och annan produktion	1976M08	8
konventionell värmekraft, gasturbin- och annan produktion	1976M09	9
konventionell värmekraft, gasturbin- och annan produktion	1976M10	10
konventionell värmekraft, gasturbin- och annan produktion	1976M11	13
konventionell värmekraft, gasturbin- och annan produktion	1976M12	15
konventionell värmekraft, gasturbin- och annan produktion	1977M01	12
konventionell värmekraft, gasturbin- och annan produktion	1977M02	10
konventionell värmekraft, gasturbin- och annan produktion	1977M03	14
konventionell värmekraft, gasturbin- och annan produktion	1977M04	15
konventionell värmekraft, gasturbin- och annan produktion	1977M05	12
konventionell värmekraft, gasturbin- och annan produktion	1977M06	7
konventionell värmekraft, gasturbin- och annan produktion	1977M07	7
konventionell värmekraft, gasturbin- och annan produktion	1977M08	7
konventionell värmekraft, gasturbin- och annan produktion	1977M09	8
konventionell värmekraft, gasturbin- och annan produktion	1977M10	11
konventionell värmekraft, gasturbin- och annan produktion	1977M11	9
konventionell värmekraft, gasturbin- och annan produktion	1977M12	12
konventionell värmekraft, gasturbin- och annan produktion	1978M01	9
konventionell värmekraft, gasturbin- och annan produktion	1978M02	5
konventionell värmekraft, gasturbin- och annan produktion	1978M03	10
konventionell värmekraft, gasturbin- och annan produktion	1978M04	9
konventionell värmekraft, gasturbin- och annan produktion	1978M05	8
konventionell värmekraft, gasturbin- och annan produktion	1978M06	8
konventionell värmekraft, gasturbin- och annan produktion	1978M07	6
konventionell värmekraft, gasturbin- och annan produktion	1978M08	10
konventionell värmekraft, gasturbin- och annan produktion	1978M09	8
konventionell värmekraft, gasturbin- och annan produktion	1978M10	8
konventionell värmekraft, gasturbin- och annan produktion	1978M11	10
konventionell värmekraft, gasturbin- och annan produktion	1978M12	11
konventionell värmekraft, gasturbin- och annan produktion	1979M01	16
konventionell värmekraft, gasturbin- och annan produktion	1979M02	9
konventionell värmekraft, gasturbin- och annan produktion	1979M03	11
konventionell värmekraft, gasturbin- och annan produktion	1979M04	19
konventionell värmekraft, gasturbin- och annan produktion	1979M05	20
konventionell värmekraft, gasturbin- och annan produktion	1979M06	10
konventionell värmekraft, gasturbin- och annan produktion	1979M07	8
konventionell värmekraft, gasturbin- och annan produktion	1979M08	4
konventionell värmekraft, gasturbin- och annan produktion	1979M09	9
konventionell värmekraft, gasturbin- och annan produktion	1979M10	9
konventionell värmekraft, gasturbin- och annan produktion	1979M11	13
konventionell värmekraft, gasturbin- och annan produktion	1979M12	18
konventionell värmekraft, gasturbin- och annan produktion	1980M01	14
konventionell värmekraft, gasturbin- och annan produktion	1980M02	12
konventionell värmekraft, gasturbin- och annan produktion	1980M03	9
konventionell värmekraft, gasturbin- och annan produktion	1980M04	10
konventionell värmekraft, gasturbin- och annan produktion	1980M05	11
konventionell värmekraft, gasturbin- och annan produktion	1980M06	11
konventionell värmekraft, gasturbin- och annan produktion	1980M07	11
konventionell värmekraft, gasturbin- och annan produktion	1980M08	15
konventionell värmekraft, gasturbin- och annan produktion	1980M09	18
konventionell värmekraft, gasturbin- och annan produktion	1980M10	18
konventionell värmekraft, gasturbin- och annan produktion	1980M11	20
konventionell värmekraft, gasturbin- och annan produktion	1980M12	27
konventionell värmekraft, gasturbin- och annan produktion	1981M01	11
konventionell värmekraft, gasturbin- och annan produktion	1981M02	7
konventionell värmekraft, gasturbin- och annan produktion	1981M03	10
konventionell värmekraft, gasturbin- och annan produktion	1981M04	11
konventionell värmekraft, gasturbin- och annan produktion	1981M05	9
konventionell värmekraft, gasturbin- och annan produktion	1981M06	7
konventionell värmekraft, gasturbin- och annan produktion	1981M07	9
konventionell värmekraft, gasturbin- och annan produktion	1981M08	9
konventionell värmekraft, gasturbin- och annan produktion	1981M09	9
konventionell värmekraft, gasturbin- och annan produktion	1981M10	10
konventionell värmekraft, gasturbin- och annan produktion	1981M11	13
konventionell värmekraft, gasturbin- och annan produktion	1981M12	14
konventionell värmekraft, gasturbin- och annan produktion	1982M01	16
konventionell värmekraft, gasturbin- och annan produktion	1982M02	19
konventionell värmekraft, gasturbin- och annan produktion	1982M03	17
konventionell värmekraft, gasturbin- och annan produktion	1982M04	9
konventionell värmekraft, gasturbin- och annan produktion	1982M05	9
konventionell värmekraft, gasturbin- och annan produktion	1982M06	8
konventionell värmekraft, gasturbin- och annan produktion	1982M07	3
konventionell värmekraft, gasturbin- och annan produktion	1982M08	8
konventionell värmekraft, gasturbin- och annan produktion	1982M09	5
konventionell värmekraft, gasturbin- och annan produktion	1982M10	5
konventionell värmekraft, gasturbin- och annan produktion	1982M11	9
konventionell värmekraft, gasturbin- och annan produktion	1982M12	14
konventionell värmekraft, gasturbin- och annan produktion	1983M01	17
konventionell värmekraft, gasturbin- och annan produktion	1983M02	17
konventionell värmekraft, gasturbin- och annan produktion	1983M03	15
konventionell värmekraft, gasturbin- och annan produktion	1983M04	6
konventionell värmekraft, gasturbin- och annan produktion	1983M05	8
konventionell värmekraft, gasturbin- och annan produktion	1983M06	5
konventionell värmekraft, gasturbin- och annan produktion	1983M07	6
konventionell värmekraft, gasturbin- och annan produktion	1983M08	8
konventionell värmekraft, gasturbin- och annan produktion	1983M09	8
konventionell värmekraft, gasturbin- och annan produktion	1983M10	10
konventionell värmekraft, gasturbin- och annan produktion	1983M11	8
konventionell värmekraft, gasturbin- och annan produktion	1983M12	13
konventionell värmekraft, gasturbin- och annan produktion	1984M01	5
konventionell värmekraft, gasturbin- och annan produktion	1984M02	4
konventionell värmekraft, gasturbin- och annan produktion	1984M03	..
konventionell värmekraft, gasturbin- och annan produktion	1984M04	..
konventionell värmekraft, gasturbin- och annan produktion	1984M05	1
konventionell värmekraft, gasturbin- och annan produktion	1984M06	1
konventionell värmekraft, gasturbin- och annan produktion	1984M07	3
konventionell värmekraft, gasturbin- och annan produktion	1984M08	1
konventionell värmekraft, gasturbin- och annan produktion	1984M09	1
konventionell värmekraft, gasturbin- och annan produktion	1984M10	2
konventionell värmekraft, gasturbin- och annan produktion	1984M11	4
konventionell värmekraft, gasturbin- och annan produktion	1984M12	1
konventionell värmekraft, gasturbin- och annan produktion	1985M01	6
konventionell värmekraft, gasturbin- och annan produktion	1985M02	5
konventionell värmekraft, gasturbin- och annan produktion	1985M03	4
konventionell värmekraft, gasturbin- och annan produktion	1985M04	1
konventionell värmekraft, gasturbin- och annan produktion	1985M05	1
konventionell värmekraft, gasturbin- och annan produktion	1985M06	1
konventionell värmekraft, gasturbin- och annan produktion	1985M07	1
konventionell värmekraft, gasturbin- och annan produktion	1985M08	1
konventionell värmekraft, gasturbin- och annan produktion	1985M09	..
konventionell värmekraft, gasturbin- och annan produktion	1985M10	..
konventionell värmekraft, gasturbin- och annan produktion	1985M11	3
konventionell värmekraft, gasturbin- och annan produktion	1985M12	4
konventionell värmekraft, gasturbin- och annan produktion	1986M01	7
konventionell värmekraft, gasturbin- och annan produktion	1986M02	2
konventionell värmekraft, gasturbin- och annan produktion	1986M03	3
konventionell värmekraft, gasturbin- och annan produktion	1986M04	3
konventionell värmekraft, gasturbin- och annan produktion	1986M05	1
konventionell värmekraft, gasturbin- och annan produktion	1986M06	1
konventionell värmekraft, gasturbin- och annan produktion	1986M07	4
konventionell värmekraft, gasturbin- och annan produktion	1986M08	7
konventionell värmekraft, gasturbin- och annan produktion	1986M09	3
konventionell värmekraft, gasturbin- och annan produktion	1986M10	3
konventionell värmekraft, gasturbin- och annan produktion	1986M11	6
konventionell värmekraft, gasturbin- och annan produktion	1986M12	3
konventionell värmekraft, gasturbin- och annan produktion	1987M01	9
konventionell värmekraft, gasturbin- och annan produktion	1987M02	6
konventionell värmekraft, gasturbin- och annan produktion	1987M03	7
konventionell värmekraft, gasturbin- och annan produktion	1987M04	5
konventionell värmekraft, gasturbin- och annan produktion	1987M05	6
konventionell värmekraft, gasturbin- och annan produktion	1987M06	8
konventionell värmekraft, gasturbin- och annan produktion	1987M07	6
konventionell värmekraft, gasturbin- och annan produktion	1987M08	8
konventionell värmekraft, gasturbin- och annan produktion	1987M09	5
konventionell värmekraft, gasturbin- och annan produktion	1987M10	8
konventionell värmekraft, gasturbin- och annan produktion	1987M11	7
konventionell värmekraft, gasturbin- och annan produktion	1987M12	8
konventionell värmekraft, gasturbin- och annan produktion	1988M01	7
konventionell värmekraft, gasturbin- och annan produktion	1988M02	6
konventionell värmekraft, gasturbin- och annan produktion	1988M03	7
konventionell värmekraft, gasturbin- och annan produktion	1988M04	2
konventionell värmekraft, gasturbin- och annan produktion	1988M05	3
konventionell värmekraft, gasturbin- och annan produktion	1988M06	3
konventionell värmekraft, gasturbin- och annan produktion	1988M07	4
konventionell värmekraft, gasturbin- och annan produktion	1988M08	5
konventionell värmekraft, gasturbin- och annan produktion	1988M09	6
konventionell värmekraft, gasturbin- och annan produktion	1988M10	3
konventionell värmekraft, gasturbin- och annan produktion	1988M11	7
konventionell värmekraft, gasturbin- och annan produktion	1988M12	7
konventionell värmekraft, gasturbin- och annan produktion	1989M01	9
konventionell värmekraft, gasturbin- och annan produktion	1989M02	9
konventionell värmekraft, gasturbin- och annan produktion	1989M03	10
konventionell värmekraft, gasturbin- och annan produktion	1989M04	3
konventionell värmekraft, gasturbin- och annan produktion	1989M05	8
konventionell värmekraft, gasturbin- och annan produktion	1989M06	7
konventionell värmekraft, gasturbin- och annan produktion	1989M07	8
konventionell värmekraft, gasturbin- och annan produktion	1989M08	8
konventionell värmekraft, gasturbin- och annan produktion	1989M09	4
konventionell värmekraft, gasturbin- och annan produktion	1989M10	1
konventionell värmekraft, gasturbin- och annan produktion	1989M11	7
konventionell värmekraft, gasturbin- och annan produktion	1989M12	9
konventionell värmekraft, gasturbin- och annan produktion	1990M01	6
konventionell värmekraft, gasturbin- och annan produktion	1990M02	5
konventionell värmekraft, gasturbin- och annan produktion	1990M03	6
konventionell värmekraft, gasturbin- och annan produktion	1990M04	3
konventionell värmekraft, gasturbin- och annan produktion	1990M05	1
konventionell värmekraft, gasturbin- och annan produktion	1990M06	3
konventionell värmekraft, gasturbin- och annan produktion	1990M07	2
konventionell värmekraft, gasturbin- och annan produktion	1990M08	1
konventionell värmekraft, gasturbin- och annan produktion	1990M09	1
konventionell värmekraft, gasturbin- och annan produktion	1990M10	1
konventionell värmekraft, gasturbin- och annan produktion	1990M11	1
konventionell värmekraft, gasturbin- och annan produktion	1990M12	1
konventionell värmekraft, gasturbin- och annan produktion	1991M01	10
konventionell värmekraft, gasturbin- och annan produktion	1991M02	6
konventionell värmekraft, gasturbin- och annan produktion	1991M03	10
konventionell värmekraft, gasturbin- och annan produktion	1991M04	3
konventionell värmekraft, gasturbin- och annan produktion	1991M05	1
konventionell värmekraft, gasturbin- och annan produktion	1991M06	5
konventionell värmekraft, gasturbin- och annan produktion	1991M07	6
konventionell värmekraft, gasturbin- och annan produktion	1991M08	5
konventionell värmekraft, gasturbin- och annan produktion	1991M09	4
konventionell värmekraft, gasturbin- och annan produktion	1991M10	2
konventionell värmekraft, gasturbin- och annan produktion	1991M11	4
konventionell värmekraft, gasturbin- och annan produktion	1991M12	4
konventionell värmekraft, gasturbin- och annan produktion	1992M01	9
konventionell värmekraft, gasturbin- och annan produktion	1992M02	9
konventionell värmekraft, gasturbin- och annan produktion	1992M03	7
konventionell värmekraft, gasturbin- och annan produktion	1992M04	4
konventionell värmekraft, gasturbin- och annan produktion	1992M05	4
konventionell värmekraft, gasturbin- och annan produktion	1992M06	6
konventionell värmekraft, gasturbin- och annan produktion	1992M07	8
konventionell värmekraft, gasturbin- och annan produktion	1992M08	9
konventionell värmekraft, gasturbin- och annan produktion	1992M09	13
konventionell värmekraft, gasturbin- och annan produktion	1992M10	6
konventionell värmekraft, gasturbin- och annan produktion	1992M11	8
konventionell värmekraft, gasturbin- och annan produktion	1992M12	18
konventionell värmekraft, gasturbin- och annan produktion	1993M01	10
konventionell värmekraft, gasturbin- och annan produktion	1993M02	10
konventionell värmekraft, gasturbin- och annan produktion	1993M03	15
konventionell värmekraft, gasturbin- och annan produktion	1993M04	9
konventionell värmekraft, gasturbin- och annan produktion	1993M05	7
konventionell värmekraft, gasturbin- och annan produktion	1993M06	10
konventionell värmekraft, gasturbin- och annan produktion	1993M07	7
konventionell värmekraft, gasturbin- och annan produktion	1993M08	11
konventionell värmekraft, gasturbin- och annan produktion	1993M09	10
konventionell värmekraft, gasturbin- och annan produktion	1993M10	30
konventionell värmekraft, gasturbin- och annan produktion	1993M11	12
konventionell värmekraft, gasturbin- och annan produktion	1993M12	10
konventionell värmekraft, gasturbin- och annan produktion	1994M01	8
konventionell värmekraft, gasturbin- och annan produktion	1994M02	9
konventionell värmekraft, gasturbin- och annan produktion	1994M03	10
konventionell värmekraft, gasturbin- och annan produktion	1994M04	3
konventionell värmekraft, gasturbin- och annan produktion	1994M05	8
konventionell värmekraft, gasturbin- och annan produktion	1994M06	9
konventionell värmekraft, gasturbin- och annan produktion	1994M07	7
konventionell värmekraft, gasturbin- och annan produktion	1994M08	8
konventionell värmekraft, gasturbin- och annan produktion	1994M09	9
konventionell värmekraft, gasturbin- och annan produktion	1994M10	4
konventionell värmekraft, gasturbin- och annan produktion	1994M11	1
konventionell värmekraft, gasturbin- och annan produktion	1994M12	5
konventionell värmekraft, gasturbin- och annan produktion	1995M01	32
konventionell värmekraft, gasturbin- och annan produktion	1995M02	26
konventionell värmekraft, gasturbin- och annan produktion	1995M03	29
konventionell värmekraft, gasturbin- och annan produktion	1995M04	12
konventionell värmekraft, gasturbin- och annan produktion	1995M05	10
konventionell värmekraft, gasturbin- och annan produktion	1995M06	8
konventionell värmekraft, gasturbin- och annan produktion	1995M07	8
konventionell värmekraft, gasturbin- och annan produktion	1995M08	2
konventionell värmekraft, gasturbin- och annan produktion	1995M09	12
konventionell värmekraft, gasturbin- och annan produktion	1995M10	12
konventionell värmekraft, gasturbin- och annan produktion	1995M11	18
konventionell värmekraft, gasturbin- och annan produktion	1995M12	23
konventionell värmekraft, gasturbin- och annan produktion	1996M01	7
konventionell värmekraft, gasturbin- och annan produktion	1996M02	2
konventionell värmekraft, gasturbin- och annan produktion	1996M03	..
konventionell värmekraft, gasturbin- och annan produktion	1996M04	1
konventionell värmekraft, gasturbin- och annan produktion	1996M05	1
konventionell värmekraft, gasturbin- och annan produktion	1996M06	1
konventionell värmekraft, gasturbin- och annan produktion	1996M07	1
konventionell värmekraft, gasturbin- och annan produktion	1996M08	1
konventionell värmekraft, gasturbin- och annan produktion	1996M09	2
konventionell värmekraft, gasturbin- och annan produktion	1996M10	1
konventionell värmekraft, gasturbin- och annan produktion	1996M11	1
konventionell värmekraft, gasturbin- och annan produktion	1996M12	1
konventionell värmekraft, gasturbin- och annan produktion	1997M01	1
konventionell värmekraft, gasturbin- och annan produktion	1997M02	1
konventionell värmekraft, gasturbin- och annan produktion	1997M03	..
konventionell värmekraft, gasturbin- och annan produktion	1997M04	1
konventionell värmekraft, gasturbin- och annan produktion	1997M05	1
konventionell värmekraft, gasturbin- och annan produktion	1997M06	..
konventionell värmekraft, gasturbin- och annan produktion	1997M07	..
konventionell värmekraft, gasturbin- och annan produktion	1997M08	..
konventionell värmekraft, gasturbin- och annan produktion	1997M09	1
konventionell värmekraft, gasturbin- och annan produktion	1997M10	1
konventionell värmekraft, gasturbin- och annan produktion	1997M11	..
konventionell värmekraft, gasturbin- och annan produktion	1997M12	..
konventionell värmekraft, gasturbin- och annan produktion	1998M01	..
konventionell värmekraft, gasturbin- och annan produktion	1998M02	1
konventionell värmekraft, gasturbin- och annan produktion	1998M03	..
konventionell värmekraft, gasturbin- och annan produktion	1998M04	..
konventionell värmekraft, gasturbin- och annan produktion	1998M05	1
konventionell värmekraft, gasturbin- och annan produktion	1998M06	..
konventionell värmekraft, gasturbin- och annan produktion	1998M07	..
konventionell värmekraft, gasturbin- och annan produktion	1998M08	3
konventionell värmekraft, gasturbin- och annan produktion	1998M09	..
konventionell värmekraft, gasturbin- och annan produktion	1998M10	1
konventionell värmekraft, gasturbin- och annan produktion	1998M11	1
konventionell värmekraft, gasturbin- och annan produktion	1998M12	1
konventionell värmekraft, gasturbin- och annan produktion	1999M01	2
konventionell värmekraft, gasturbin- och annan produktion	1999M02	2
konventionell värmekraft, gasturbin- och annan produktion	1999M03	1
konventionell värmekraft, gasturbin- och annan produktion	1999M04	..
konventionell värmekraft, gasturbin- och annan produktion	1999M05	1
konventionell värmekraft, gasturbin- och annan produktion	1999M06	..
konventionell värmekraft, gasturbin- och annan produktion	1999M07	..
konventionell värmekraft, gasturbin- och annan produktion	1999M08	..
konventionell värmekraft, gasturbin- och annan produktion	1999M09	1
konventionell värmekraft, gasturbin- och annan produktion	1999M10	1
konventionell värmekraft, gasturbin- och annan produktion	1999M11	1
konventionell värmekraft, gasturbin- och annan produktion	1999M12	2
konventionell värmekraft, gasturbin- och annan produktion	2000M01	1
konventionell värmekraft, gasturbin- och annan produktion	2000M02	8
konventionell värmekraft, gasturbin- och annan produktion	2000M03	4
konventionell värmekraft, gasturbin- och annan produktion	2000M04	1
konventionell värmekraft, gasturbin- och annan produktion	2000M05	1
konventionell värmekraft, gasturbin- och annan produktion	2000M06	2
konventionell värmekraft, gasturbin- och annan produktion	2000M07	3
konventionell värmekraft, gasturbin- och annan produktion	2000M08	3
konventionell värmekraft, gasturbin- och annan produktion	2000M09	1
konventionell värmekraft, gasturbin- och annan produktion	2000M10	2
konventionell värmekraft, gasturbin- och annan produktion	2000M11	2
konventionell värmekraft, gasturbin- och annan produktion	2000M12	1
konventionell värmekraft, gasturbin- och annan produktion	2001M01	2
konventionell värmekraft, gasturbin- och annan produktion	2001M02	1
konventionell värmekraft, gasturbin- och annan produktion	2001M03	0
konventionell värmekraft, gasturbin- och annan produktion	2001M04	1
konventionell värmekraft, gasturbin- och annan produktion	2001M05	1
konventionell värmekraft, gasturbin- och annan produktion	2001M06	1
konventionell värmekraft, gasturbin- och annan produktion	2001M07	0
konventionell värmekraft, gasturbin- och annan produktion	2001M08	1
konventionell värmekraft, gasturbin- och annan produktion	2001M09	1
konventionell värmekraft, gasturbin- och annan produktion	2001M10	1
konventionell värmekraft, gasturbin- och annan produktion	2001M11	1
konventionell värmekraft, gasturbin- och annan produktion	2001M12	1
konventionell värmekraft, gasturbin- och annan produktion	2002M01	1
konventionell värmekraft, gasturbin- och annan produktion	2002M02	1
konventionell värmekraft, gasturbin- och annan produktion	2002M03	1
konventionell värmekraft, gasturbin- och annan produktion	2002M04	1
konventionell värmekraft, gasturbin- och annan produktion	2002M05	1
konventionell värmekraft, gasturbin- och annan produktion	2002M06	0
konventionell värmekraft, gasturbin- och annan produktion	2002M07	1
konventionell värmekraft, gasturbin- och annan produktion	2002M08	0
konventionell värmekraft, gasturbin- och annan produktion	2002M09	3
konventionell värmekraft, gasturbin- och annan produktion	2002M10	2
konventionell värmekraft, gasturbin- och annan produktion	2002M11	2
konventionell värmekraft, gasturbin- och annan produktion	2002M12	23
konventionell värmekraft, gasturbin- och annan produktion	2003M01	106
konventionell värmekraft, gasturbin- och annan produktion	2003M02	2
konventionell värmekraft, gasturbin- och annan produktion	2003M03	1
konventionell värmekraft, gasturbin- och annan produktion	2003M04	1
konventionell värmekraft, gasturbin- och annan produktion	2003M05	1
konventionell värmekraft, gasturbin- och annan produktion	2003M06	0
konventionell värmekraft, gasturbin- och annan produktion	2003M07	0
konventionell värmekraft, gasturbin- och annan produktion	2003M08	1
konventionell värmekraft, gasturbin- och annan produktion	2003M09	4
konventionell värmekraft, gasturbin- och annan produktion	2003M10	8
konventionell värmekraft, gasturbin- och annan produktion	2003M11	1
konventionell värmekraft, gasturbin- och annan produktion	2003M12	0
konventionell värmekraft, gasturbin- och annan produktion	2004M01	1
konventionell värmekraft, gasturbin- och annan produktion	2004M02	0
konventionell värmekraft, gasturbin- och annan produktion	2004M03	0
konventionell värmekraft, gasturbin- och annan produktion	2004M04	0
konventionell värmekraft, gasturbin- och annan produktion	2004M05	1
konventionell värmekraft, gasturbin- och annan produktion	2004M06	0
konventionell värmekraft, gasturbin- och annan produktion	2004M07	1
konventionell värmekraft, gasturbin- och annan produktion	2004M08	0
konventionell värmekraft, gasturbin- och annan produktion	2004M09	1
konventionell värmekraft, gasturbin- och annan produktion	2004M10	0
konventionell värmekraft, gasturbin- och annan produktion	2004M11	0
konventionell värmekraft, gasturbin- och annan produktion	2004M12	0
konventionell värmekraft, gasturbin- och annan produktion	2005M01	2
konventionell värmekraft, gasturbin- och annan produktion	2005M02	3
konventionell värmekraft, gasturbin- och annan produktion	2005M03	3
konventionell värmekraft, gasturbin- och annan produktion	2005M04	0
konventionell värmekraft, gasturbin- och annan produktion	2005M05	1
konventionell värmekraft, gasturbin- och annan produktion	2005M06	2
konventionell värmekraft, gasturbin- och annan produktion	2005M07	1
konventionell värmekraft, gasturbin- och annan produktion	2005M08	5
konventionell värmekraft, gasturbin- och annan produktion	2005M09	5
konventionell värmekraft, gasturbin- och annan produktion	2005M10	1
konventionell värmekraft, gasturbin- och annan produktion	2005M11	4
konventionell värmekraft, gasturbin- och annan produktion	2005M12	3
konventionell värmekraft, gasturbin- och annan produktion	2006M01	2
konventionell värmekraft, gasturbin- och annan produktion	2006M02	0
konventionell värmekraft, gasturbin- och annan produktion	2006M03	1
konventionell värmekraft, gasturbin- och annan produktion	2006M04	1
konventionell värmekraft, gasturbin- och annan produktion	2006M05	0
konventionell värmekraft, gasturbin- och annan produktion	2006M06	0
konventionell värmekraft, gasturbin- och annan produktion	2006M07	0
konventionell värmekraft, gasturbin- och annan produktion	2006M08	0
konventionell värmekraft, gasturbin- och annan produktion	2006M09	2
konventionell värmekraft, gasturbin- och annan produktion	2006M10	0
konventionell värmekraft, gasturbin- och annan produktion	2006M11	1
konventionell värmekraft, gasturbin- och annan produktion	2006M12	5
konventionell värmekraft, gasturbin- och annan produktion	2007M01	1
konventionell värmekraft, gasturbin- och annan produktion	2007M02	4
konventionell värmekraft, gasturbin- och annan produktion	2007M03	1
konventionell värmekraft, gasturbin- och annan produktion	2007M04	2
konventionell värmekraft, gasturbin- och annan produktion	2007M05	1
konventionell värmekraft, gasturbin- och annan produktion	2007M06	5
konventionell värmekraft, gasturbin- och annan produktion	2007M07	0
konventionell värmekraft, gasturbin- och annan produktion	2007M08	2
konventionell värmekraft, gasturbin- och annan produktion	2007M09	1
konventionell värmekraft, gasturbin- och annan produktion	2007M10	4
